vessel;date;fish;catch
16483;10.01.2017;K;30,92
13546;10.01.2017;A;23,958
13546;10.01.2017;B;21,054
13264;10.01.2017;A;0,27
13264;10.01.2017;B;0,3
13264;10.01.2017;K;68,43
69768;10.01.2017;B;6,96
69768;10.01.2017;K;47,7
78963;10.01.2017;F;0,846
78963;10.01.2017;A;0,7
78963;10.01.2017;B;6,44
78963;10.01.2017;K;37,707
13483;10.01.2017;F;0,135
13483;10.01.2017;A;2,85
13483;10.01.2017;B;4,26
13483;10.01.2017;K;0,3
13483;11.01.2017;F;1,728
13483;11.01.2017;A;3,87
13483;11.01.2017;B;113,1
16483;11.01.2017;F;0,396
16483;11.01.2017;A;0,72
16483;11.01.2017;B;1,08
16483;11.01.2017;K;18,38
13546;11.01.2017;A;20,02
13546;11.01.2017;B;44,99
13264;11.01.2017;A;7,44
13264;11.01.2017;K;64,35
69768;11.01.2017;A;4,38
69768;11.01.2017;B;2,28
69768;11.01.2017;K;64,14
78963;11.01.2017;F;0,99
78963;11.01.2017;A;5,48
78963;11.01.2017;B;2,54
78963;11.01.2017;K;61,573
33364;12.01.2017;F;0,846
33364;12.01.2017;A;15,48
33364;12.01.2017;B;26,72
16483;12.01.2017;F;3,78
16483;12.01.2017;D;0,522
16483;12.01.2017;A;56,02
16483;12.01.2017;B;72,16
16483;12.01.2017;K;2,04
13546;12.01.2017;A;27,962
13546;12.01.2017;B;52,052
13264;12.01.2017;A;34,5
13264;12.01.2017;B;6,33
13264;12.01.2017;K;22,08
69768;12.01.2017;A;20,46
78963;12.01.2017;F;0,45
78963;12.01.2017;B;3
78963;12.01.2017;K;41,52
13483;12.01.2017;F;0,27
13483;12.01.2017;A;4,02
13483;12.01.2017;B;9,42
13483;12.01.2017;K;0,24
33364;13.01.2017;F;0,252
33364;13.01.2017;B;2,32
33364;13.01.2017;K;11,046
13546;13.01.2017;A;73,898
13546;13.01.2017;B;10,12
13264;13.01.2017;A;49,44
13264;13.01.2017;B;13,92
69768;13.01.2017;A;33,51
69768;13.01.2017;B;0,51
13483;13.01.2017;F;0,297
13483;13.01.2017;B;8,13
13483;13.01.2017;K;6,84
33364;14.01.2017;F;0,774
33364;14.01.2017;A;15,64
33364;14.01.2017;B;5,28
33364;14.01.2017;K;17,847
13546;14.01.2017;A;5,016
13546;14.01.2017;B;86,02
13264;14.01.2017;A;20,76
13264;14.01.2017;B;33,18
69768;14.01.2017;A;6,99
69768;14.01.2017;B;8,73
69768;14.01.2017;K;36
13483;14.01.2017;F;0,999
13483;14.01.2017;B;12,12
13483;14.01.2017;K;38,31
33364;15.01.2017;F;1,098
33364;15.01.2017;A;47,067
33364;15.01.2017;B;1,04
33364;15.01.2017;K;6,52
13546;15.01.2017;A;4,026
13546;15.01.2017;B;100,012
13264;15.01.2017;A;14,73
13264;15.01.2017;B;70,53
69768;15.01.2017;A;28,8
69768;15.01.2017;B;53,31
69768;15.01.2017;K;4,05
78963;15.01.2017;F;0,234
78963;15.01.2017;A;0,26
78963;15.01.2017;B;13,44
13483;15.01.2017;F;1,458
13483;15.01.2017;A;1,23
13483;15.01.2017;B;10,35
13483;15.01.2017;K;62,43
13546;16.01.2017;A;30,03
13546;16.01.2017;B;42,02
13264;16.01.2017;A;0,75
13264;16.01.2017;B;4,17
69768;16.01.2017;A;2,28
69768;16.01.2017;B;43,44
78963;16.01.2017;F;0,072
78963;16.01.2017;A;1,28
78963;16.01.2017;B;83,327
13483;16.01.2017;F;1,08
13483;16.01.2017;A;20,88
13483;16.01.2017;B;34,89
33364;17.01.2017;F;0,666
33364;17.01.2017;A;4,48
33364;17.01.2017;B;28,88
13546;17.01.2017;A;6,006
13546;17.01.2017;B;56,012
13264;17.01.2017;A;36,84
13264;17.01.2017;B;28,11
69768;17.01.2017;A;2,88
69768;17.01.2017;B;37,77
78963;17.01.2017;F;1,206
78963;17.01.2017;A;7,38
78963;17.01.2017;B;77,993
13483;17.01.2017;F;1,107
13483;17.01.2017;A;29,04
13483;17.01.2017;B;35,22
13483;18.01.2017;A;0,9
13483;18.01.2017;B;5,13
13483;18.01.2017;K;25,98
33364;18.01.2017;F;0,36
33364;18.01.2017;A;3,62
33364;18.01.2017;B;14,06
16483;18.01.2017;F;0,18
16483;18.01.2017;D;0,198
16483;18.01.2017;A;14,36
16483;18.01.2017;B;4,88
13546;18.01.2017;F;2
13546;18.01.2017;A;23,012
13546;18.01.2017;B;30,03
13264;18.01.2017;A;22,23
13264;18.01.2017;B;57,45
69768;18.01.2017;A;24,45
69768;18.01.2017;B;18,87
78963;18.01.2017;F;0,918
78963;18.01.2017;A;0,52
78963;18.01.2017;B;54,387
33364;19.01.2017;F;0,648
33364;19.01.2017;H;1,18
33364;19.01.2017;A;3,4
33364;19.01.2017;B;27,96
16483;19.01.2017;F;0,576
16483;19.01.2017;D;0,81
16483;19.01.2017;A;5,78
16483;19.01.2017;B;64,26
16483;19.01.2017;K;0,2
13546;19.01.2017;A;11,22
13546;19.01.2017;B;48,796
13264;19.01.2017;A;47,28
13264;19.01.2017;B;24,93
69768;19.01.2017;A;31,41
69768;19.01.2017;B;10,62
78963;19.01.2017;F;0,252
78963;19.01.2017;A;0,92
78963;19.01.2017;B;39,48
13483;19.01.2017;A;0,33
13483;19.01.2017;B;3,63
13483;19.01.2017;K;15,09
33364;20.01.2017;F;1,782
33364;20.01.2017;H;15,14
33364;20.01.2017;A;7,84
33364;20.01.2017;B;64,46
16483;20.01.2017;F;0,18
16483;20.01.2017;D;0,36
16483;20.01.2017;A;21,72
16483;20.01.2017;B;100,66
13546;20.01.2017;F;4
13546;20.01.2017;A;3,014
13546;20.01.2017;B;33,99
13264;20.01.2017;A;20,34
13264;20.01.2017;B;55,32
69768;20.01.2017;A;10,05
69768;20.01.2017;B;44,94
78963;20.01.2017;F;0,45
78963;20.01.2017;A;13,94
78963;20.01.2017;B;10,127
33364;21.01.2017;F;0,882
33364;21.01.2017;H;1,24
33364;21.01.2017;A;6,76
33364;21.01.2017;B;7,3
33364;21.01.2017;K;31,814
16483;21.01.2017;D;0,09
16483;21.01.2017;A;9,38
16483;21.01.2017;B;69,46
16483;21.01.2017;K;1,18
13546;21.01.2017;F;2
13546;21.01.2017;A;78,012
13264;21.01.2017;A;16,05
13264;21.01.2017;B;63,84
69768;21.01.2017;A;13,35
69768;21.01.2017;B;48,99
78963;21.01.2017;F;0,864
78963;21.01.2017;A;12,5
78963;21.01.2017;B;3,14
78963;21.01.2017;K;28,58
33364;22.01.2017;F;1,404
33364;22.01.2017;A;9,04
33364;22.01.2017;B;42,534
33364;22.01.2017;K;21
16483;22.01.2017;A;52,34
16483;22.01.2017;B;95,5
13546;22.01.2017;A;75,46
13546;22.01.2017;B;14,542
13264;22.01.2017;A;5,91
13264;22.01.2017;B;58,68
69768;22.01.2017;A;6,69
69768;22.01.2017;B;55,41
78963;22.01.2017;F;1,926
78963;22.01.2017;A;39,46
78963;22.01.2017;B;61,846
33364;23.01.2017;F;2,376
33364;23.01.2017;A;16,58
33364;23.01.2017;B;100,96
16483;23.01.2017;A;13,52
16483;23.01.2017;B;119,02
13546;23.01.2017;A;62,986
13546;23.01.2017;B;7,018
13264;23.01.2017;A;7,14
13264;23.01.2017;B;56,67
69768;23.01.2017;A;7,35
69768;23.01.2017;B;48,21
78963;23.01.2017;F;1,098
78963;23.01.2017;A;17,28
78963;23.01.2017;B;42,174
33364;24.01.2017;F;0,396
33364;24.01.2017;A;4,46
33364;24.01.2017;B;20,02
13546;24.01.2017;A;51,04
69768;24.01.2017;A;12,75
69768;24.01.2017;B;41,31
78963;24.01.2017;F;0,9
78963;24.01.2017;A;10,56
78963;24.01.2017;B;60,64
33364;25.01.2017;F;0,27
33364;25.01.2017;A;14,973
16483;25.01.2017;A;0,86
16483;25.01.2017;B;50,64
13546;25.01.2017;A;39,71
13546;25.01.2017;B;20,306
69768;25.01.2017;A;3,3
69768;25.01.2017;B;56,85
33364;26.01.2017;F;2,412
33364;26.01.2017;A;46,4
33364;26.01.2017;B;77,554
16483;26.01.2017;A;20,64
16483;26.01.2017;B;111,26
13546;26.01.2017;A;51,634
13546;26.01.2017;B;40,37
69768;26.01.2017;A;3,6
69768;26.01.2017;B;32,43
78963;26.01.2017;F;0,27
78963;26.01.2017;A;3,14
78963;26.01.2017;B;104,047
33364;27.01.2017;F;1,296
33364;27.01.2017;A;2,46
33364;27.01.2017;B;67,134
16483;27.01.2017;F;0,378
16483;27.01.2017;A;3,78
16483;27.01.2017;B;54,3
13546;27.01.2017;A;15,246
13546;27.01.2017;B;54,758
78963;27.01.2017;A;4
78963;27.01.2017;B;108,493
33364;28.01.2017;F;0,594
33364;28.01.2017;A;9,24
33364;28.01.2017;B;20,58
16483;28.01.2017;F;0,342
16483;28.01.2017;A;8,52
16483;28.01.2017;B;8,5
13546;28.01.2017;F;4
13546;28.01.2017;A;19,008
13546;28.01.2017;B;22
78963;28.01.2017;F;0,738
78963;28.01.2017;A;6,18
78963;28.01.2017;B;31,6
16483;29.01.2017;F;7,488
16483;29.01.2017;A;16,82
16483;29.01.2017;B;0,52
13546;29.01.2017;F;2,68
13546;29.01.2017;A;28,644
13546;29.01.2017;B;13,684
78963;29.01.2017;F;0,846
78963;29.01.2017;A;3,74
78963;29.01.2017;B;30,56
78963;29.01.2017;K;8,487
33364;30.01.2017;F;1,242
33364;30.01.2017;A;0,18
33364;30.01.2017;B;1,12
33364;30.01.2017;K;76,348
16483;30.01.2017;F;5,4
16483;30.01.2017;A;51,36
16483;30.01.2017;B;6,02
13546;30.01.2017;F;6,94
13546;30.01.2017;A;38,39
13546;30.01.2017;B;14,674
33364;31.01.2017;F;0,792
33364;31.01.2017;A;0,08
33364;31.01.2017;B;0,52
33364;31.01.2017;K;41,113
16483;31.01.2017;F;0,018
16483;31.01.2017;D;1,17
16483;31.01.2017;A;53,18
16483;31.01.2017;B;5,82
13546;31.01.2017;A;65,01
78963;31.01.2017;F;1,314
78963;31.01.2017;A;21,48
78963;31.01.2017;B;1,52
78963;31.01.2017;K;46,207
33364;01.02.2017;F;1,566
33364;01.02.2017;H;5,5
33364;01.02.2017;A;5,68
33364;01.02.2017;B;24,88
33364;01.02.2017;K;48,301
16483;01.02.2017;F;0,846
16483;01.02.2017;A;19,02
16483;01.02.2017;B;22,98
13546;01.02.2017;D;0,98
13546;01.02.2017;A;61,116
13546;01.02.2017;B;7,92
69768;01.02.2017;A;6,21
69768;01.02.2017;B;17,7
78963;01.02.2017;F;1,548
78963;01.02.2017;A;0,4
78963;01.02.2017;B;4,56
78963;01.02.2017;K;74,894
33364;02.02.2017;F;0,828
33364;02.02.2017;H;0,56
33364;02.02.2017;A;2,22
33364;02.02.2017;B;11,4
33364;02.02.2017;K;34,2
16483;02.02.2017;F;3,24
16483;02.02.2017;A;25,42
16483;02.02.2017;B;8,94
13546;02.02.2017;A;60,016
13264;02.02.2017;A;8,07
13264;02.02.2017;B;22,8
69768;02.02.2017;A;11,16
69768;02.02.2017;B;2,94
78963;02.02.2017;F;2,16
78963;02.02.2017;B;5,96
78963;02.02.2017;K;106,854
33364;03.02.2017;F;1,368
33364;03.02.2017;A;48,62
33364;03.02.2017;B;18,8
16483;03.02.2017;F;1,926
16483;03.02.2017;D;0,558
16483;03.02.2017;A;80,8
16483;03.02.2017;B;41,52
13546;03.02.2017;A;51,15
13546;03.02.2017;B;13,86
13264;03.02.2017;D;1,32
13264;03.02.2017;A;31,41
13264;03.02.2017;B;22,5
69768;03.02.2017;A;6,39
69768;03.02.2017;B;12,99
78963;03.02.2017;F;0,81
78963;03.02.2017;A;35,7
78963;03.02.2017;B;6,341
33364;04.02.2017;F;1,242
33364;04.02.2017;A;32,86
33364;04.02.2017;B;37,18
16483;04.02.2017;F;2,124
16483;04.02.2017;A;30,9
16483;04.02.2017;B;73,3
13546;04.02.2017;F;0,18
13546;04.02.2017;A;41,712
13546;04.02.2017;B;13,112
13264;04.02.2017;D;0,144
13264;04.02.2017;A;20,7
13264;04.02.2017;B;25,23
69768;04.02.2017;A;2,1
69768;04.02.2017;B;32,94
78963;04.02.2017;F;0,63
78963;04.02.2017;A;6,46
78963;04.02.2017;B;25,8
33364;05.02.2017;F;2,574
33364;05.02.2017;A;36,14
33364;05.02.2017;B;99,647
16483;05.02.2017;F;1,566
16483;05.02.2017;D;0,414
16483;05.02.2017;A;43,9
16483;05.02.2017;B;53,94
13546;05.02.2017;A;27,368
13546;05.02.2017;B;32,648
13264;05.02.2017;A;30
13264;05.02.2017;B;33,06
69768;05.02.2017;A;8,64
69768;05.02.2017;B;46,56
78963;05.02.2017;F;1,8
78963;05.02.2017;A;3,1
78963;05.02.2017;B;22,08
78963;05.02.2017;K;71,267
33364;06.02.2017;F;2,97
33364;06.02.2017;A;39,38
33364;06.02.2017;B;112,367
16483;06.02.2017;F;2,34
16483;06.02.2017;A;11,78
16483;06.02.2017;B;103,48
13546;06.02.2017;A;62,436
13546;06.02.2017;B;7,568
13264;06.02.2017;A;7,77
13264;06.02.2017;B;31,38
69768;06.02.2017;A;18,57
69768;06.02.2017;B;44,34
78963;06.02.2017;F;2,34
78963;06.02.2017;B;11,86
78963;06.02.2017;K;116,041
33364;07.02.2017;F;2,376
33364;07.02.2017;A;9,3
33364;07.02.2017;B;114,447
16483;07.02.2017;F;2,79
16483;07.02.2017;A;44,58
16483;07.02.2017;B;92,02
16483;07.02.2017;K;0,86
13546;07.02.2017;W;0,94
13546;07.02.2017;D;1,06
13546;07.02.2017;A;79,772
13546;07.02.2017;B;0,242
13264;07.02.2017;A;7,89
13264;07.02.2017;B;12,66
69768;07.02.2017;A;32,34
69768;07.02.2017;B;25,86
78963;07.02.2017;F;1,494
78963;07.02.2017;B;38,12
78963;07.02.2017;K;101,187
33364;08.02.2017;F;3,132
33364;08.02.2017;A;114,867
33364;08.02.2017;B;43,5
16483;08.02.2017;D;0,342
16483;08.02.2017;A;88,82
16483;08.02.2017;B;4,36
13546;08.02.2017;A;80,014
13264;08.02.2017;A;5,88
13264;08.02.2017;B;31,92
69768;08.02.2017;A;15,66
69768;08.02.2017;B;5,13
78963;08.02.2017;A;1,64
78963;08.02.2017;B;29,56
78963;08.02.2017;K;135,688
33364;09.02.2017;F;1,71
33364;09.02.2017;A;78,154
33364;09.02.2017;B;12,44
16483;09.02.2017;D;0,162
16483;09.02.2017;A;38,28
16483;09.02.2017;B;45,34
13546;09.02.2017;A;83,006
13264;09.02.2017;A;15,42
13264;09.02.2017;B;55,62
69768;09.02.2017;A;3,78
69768;09.02.2017;B;9,24
78963;09.02.2017;A;65,42
78963;09.02.2017;B;19,66
78963;09.02.2017;K;76,994
33364;10.02.2017;F;2,196
33364;10.02.2017;A;20,08
33364;10.02.2017;B;91,654
16483;10.02.2017;D;0,36
16483;10.02.2017;A;24,36
16483;10.02.2017;B;78,24
13546;10.02.2017;A;72,006
13264;10.02.2017;A;14,46
13264;10.02.2017;B;52,77
69768;10.02.2017;A;8,67
69768;10.02.2017;B;31,74
69768;10.02.2017;K;0,9
78963;10.02.2017;A;21,06
78963;10.02.2017;B;112,894
33364;11.02.2017;F;2,016
33364;11.02.2017;A;19,76
33364;11.02.2017;B;89,461
16483;11.02.2017;D;0,108
16483;11.02.2017;A;3,84
13546;11.02.2017;F;0,1
13546;11.02.2017;D;0,84
13546;11.02.2017;A;89,166
13546;11.02.2017;B;26,466
13264;11.02.2017;A;9,06
13264;11.02.2017;B;55,11
69768;11.02.2017;A;10,95
69768;11.02.2017;B;52,68
78963;11.02.2017;A;2,76
78963;11.02.2017;B;115,101
33364;12.02.2017;F;1,548
33364;12.02.2017;A;12,96
33364;12.02.2017;B;106,867
13264;12.02.2017;A;29,28
13264;12.02.2017;B;32,28
69768;12.02.2017;A;27,96
69768;12.02.2017;B;42,87
78963;12.02.2017;A;15,5
78963;12.02.2017;B;50,913
78963;12.02.2017;K;44,194
33364;13.02.2017;A;6,28
33364;13.02.2017;B;91,587
13264;13.02.2017;A;12,93
13264;13.02.2017;B;34,8
69768;13.02.2017;A;4,65
69768;13.02.2017;B;49,44
78963;13.02.2017;A;16,5
78963;13.02.2017;B;92,514
33364;14.02.2017;A;8,72
33364;14.02.2017;B;26,047
33364;14.02.2017;K;19,38
13264;14.02.2017;A;18,54
13264;14.02.2017;B;38,7
69768;14.02.2017;A;14,04
69768;14.02.2017;B;33,18
78963;14.02.2017;F;0,756
78963;14.02.2017;A;14,92
78963;14.02.2017;B;30,494
69768;15.02.2017;A;3,9
69768;15.02.2017;B;114,57
78963;15.02.2017;F;0,864
78963;15.02.2017;A;1,4
78963;15.02.2017;B;84,234
13264;15.02.2017;A;0,81
13264;15.02.2017;B;9,27
16483;16.02.2017;F;0,414
16483;16.02.2017;A;0,5
16483;16.02.2017;B;20,3
78963;16.02.2017;A;8,48
78963;16.02.2017;B;121,24
16483;17.02.2017;F;2,268
16483;17.02.2017;A;17,4
16483;17.02.2017;B;94,18
13546;17.02.2017;D;1
13546;17.02.2017;A;69,014
78963;17.02.2017;A;6,26
78963;17.02.2017;B;166,628
16483;18.02.2017;F;0,27
16483;18.02.2017;A;1,02
16483;18.02.2017;B;12,64
13546;18.02.2017;A;67,012
16483;19.02.2017;F;0,144
16483;19.02.2017;D;0,45
16483;19.02.2017;A;24,3
16483;19.02.2017;B;5,24
13546;19.02.2017;A;72,006
33364;20.02.2017;B;14,24
16483;20.02.2017;F;0,486
16483;20.02.2017;D;0,63
16483;20.02.2017;A;25,22
16483;20.02.2017;B;29,88
13546;20.02.2017;A;70,004
33364;21.02.2017;A;13,52
33364;21.02.2017;B;18,327
16483;21.02.2017;F;0,612
16483;21.02.2017;A;15,08
16483;21.02.2017;B;15,62
13546;21.02.2017;A;74,008
33364;22.02.2017;A;5,72
33364;22.02.2017;B;53,774
33364;22.02.2017;K;1,3
16483;22.02.2017;F;1,872
16483;22.02.2017;A;17,68
16483;22.02.2017;B;74,36
13546;22.02.2017;A;44,44
13546;22.02.2017;K;40,568
78963;22.02.2017;A;0,12
78963;22.02.2017;B;2,52
78963;22.02.2017;K;170,348
33364;23.02.2017;A;11,38
33364;23.02.2017;B;98,607
16483;23.02.2017;F;1,584
16483;23.02.2017;A;16,86
16483;23.02.2017;B;61,34
13546;23.02.2017;F;4,98
13546;23.02.2017;D;0,66
13546;23.02.2017;A;45,826
13546;23.02.2017;K;18,546
78963;23.02.2017;K;148,274
33364;24.02.2017;A;7,74
33364;24.02.2017;B;110,614
33364;24.02.2017;K;0,94
16483;24.02.2017;F;1,242
16483;24.02.2017;A;9,94
16483;24.02.2017;B;51,22
13546;24.02.2017;F;1,96
13546;24.02.2017;A;10,758
13546;24.02.2017;B;6,688
13546;24.02.2017;K;50,6
78963;24.02.2017;A;2,68
78963;24.02.2017;B;26,48
78963;24.02.2017;K;100,814
33364;25.02.2017;A;12,54
33364;25.02.2017;B;102,233
16483;25.02.2017;F;0,504
16483;25.02.2017;D;0,234
16483;25.02.2017;A;21,66
16483;25.02.2017;B;14,88
13546;25.02.2017;A;5,016
13546;25.02.2017;B;4,29
13546;25.02.2017;K;100,694
78963;25.02.2017;B;4,1
78963;25.02.2017;K;131,081
33364;26.02.2017;A;0,52
33364;26.02.2017;B;76,881
33364;26.02.2017;K;45,927
16483;26.02.2017;F;1,08
16483;26.02.2017;A;20,28
16483;26.02.2017;B;31,52
16483;26.02.2017;K;1,42
13546;26.02.2017;A;5,016
13546;26.02.2017;B;5,038
13546;26.02.2017;K;60,016
78963;26.02.2017;B;7,42
78963;26.02.2017;K;144,427
33364;27.02.2017;A;2,88
33364;27.02.2017;B;56,8
33364;27.02.2017;K;27,26
16483;27.02.2017;F;0,828
16483;27.02.2017;A;0,22
16483;27.02.2017;B;22,94
16483;27.02.2017;K;18,02
13546;27.02.2017;B;16,984
13546;27.02.2017;K;43,032
78963;27.02.2017;A;2,06
78963;27.02.2017;B;58,22
78963;27.02.2017;K;96,175
33364;28.02.2017;A;11,1
33364;28.02.2017;B;26,12
33364;28.02.2017;K;74,754
16483;28.02.2017;F;1,35
16483;28.02.2017;A;5,44
16483;28.02.2017;B;7,1
16483;28.02.2017;K;54,2
13546;28.02.2017;A;14,872
13546;28.02.2017;B;0,66
13546;28.02.2017;K;44,484
78963;28.02.2017;K;156,854
33364;01.03.2017;A;5,16
33364;01.03.2017;B;7,24
33364;01.03.2017;K;99,394
16483;01.03.2017;F;1,296
16483;01.03.2017;A;3,44
16483;01.03.2017;B;29,34
16483;01.03.2017;K;31,56
13546;01.03.2017;A;6,006
13546;01.03.2017;K;54,01
78963;01.03.2017;B;16,1
78963;01.03.2017;K;172,261
33364;02.03.2017;A;24,16
33364;02.03.2017;B;16,34
33364;02.03.2017;K;68,034
16483;02.03.2017;F;0,9
16483;02.03.2017;A;3,56
16483;02.03.2017;B;50,84
16483;02.03.2017;K;51,26
13546;02.03.2017;K;80,014
33364;03.03.2017;A;25,36
33364;03.03.2017;B;88,567
16483;03.03.2017;F;0,27
16483;03.03.2017;D;0,27
16483;03.03.2017;A;17,06
16483;03.03.2017;B;78,1
16483;03.03.2017;K;14,9
13546;03.03.2017;K;90,002
33364;04.03.2017;A;3,76
33364;04.03.2017;B;21,74
33364;04.03.2017;K;82,8
16483;04.03.2017;A;2,84
16483;04.03.2017;B;13,56
16483;04.03.2017;K;104,26
13546;04.03.2017;K;85,008
33364;05.03.2017;A;9,32
33364;05.03.2017;B;32,3
33364;05.03.2017;K;68,173
16483;05.03.2017;A;4,92
16483;05.03.2017;B;46,5
16483;05.03.2017;K;37,42
13546;05.03.2017;B;10,428
13546;05.03.2017;K;59,576
33364;06.03.2017;A;6
33364;06.03.2017;B;22,1
33364;06.03.2017;K;104,274
16483;06.03.2017;D;1,728
16483;06.03.2017;A;12,66
16483;06.03.2017;B;89,78
16483;06.03.2017;K;4,04
13546;06.03.2017;B;2,288
13546;06.03.2017;K;97,724
33364;07.03.2017;D;0,252
33364;07.03.2017;A;0,96
33364;07.03.2017;B;106,413
33364;07.03.2017;K;25,014
16483;07.03.2017;D;0,558
16483;07.03.2017;A;2,64
16483;07.03.2017;B;65,6
16483;07.03.2017;K;31,88
13546;07.03.2017;B;19,932
13546;07.03.2017;K;60,082
33364;08.03.2017;A;6,64
33364;08.03.2017;B;89,894
33364;08.03.2017;K;16,594
16483;08.03.2017;A;2,26
16483;08.03.2017;B;129,44
16483;08.03.2017;K;7,82
13546;08.03.2017;A;0,814
13546;08.03.2017;B;18,876
13546;08.03.2017;K;63,426
13483;08.03.2017;A;8,04
33364;09.03.2017;A;22,36
33364;09.03.2017;B;105,727
13546;09.03.2017;K;80,014
13483;09.03.2017;B;0,96
13483;09.03.2017;K;102,51
33364;10.03.2017;A;13,06
33364;10.03.2017;B;135,134
33364;10.03.2017;K;1,04
13546;10.03.2017;F;0,12
13546;10.03.2017;A;22,594
13546;10.03.2017;B;39,71
13546;10.03.2017;K;2,596
13483;10.03.2017;A;2,43
13483;10.03.2017;B;12,39
13483;10.03.2017;K;115,23
33364;11.03.2017;A;3,72
33364;11.03.2017;B;58,973
13546;11.03.2017;K;69,014
13483;11.03.2017;A;36,75
13483;11.03.2017;B;4,35
13483;11.03.2017;K;85,92
13483;12.03.2017;A;61,74
13483;12.03.2017;B;20,88
33651;08.07.2017;A;34,24
33651;09.07.2017;F;0,144
33651;09.07.2017;D;17,55
33651;09.07.2017;A;67,32
13264;09.07.2017;A;46,71
13264;09.07.2017;B;3,3
33651;10.07.2017;A;35
13264;10.07.2017;A;35,79
13264;10.07.2017;B;28,89
33651;11.07.2017;A;49,66
33651;11.07.2017;B;0,34
13264;11.07.2017;A;96,03
13264;11.07.2017;B;4,05
33651;12.07.2017;A;30
13264;12.07.2017;A;69,93
13264;12.07.2017;B;15,09
33651;13.07.2017;A;40
13264;13.07.2017;A;24,3
13264;13.07.2017;B;24,03
33651;14.07.2017;A;25,06
33651;14.07.2017;B;23,12
13264;14.07.2017;D;3,192
13264;14.07.2017;A;27,9
13264;14.07.2017;B;5,01
33651;15.07.2017;A;54,82
33651;15.07.2017;B;5,18
13264;15.07.2017;A;64,95
13264;15.07.2017;B;7,05
33651;16.07.2017;A;86,72
33651;16.07.2017;B;3,28
13264;16.07.2017;A;106,92
13264;16.07.2017;B;1,5
33651;17.07.2017;A;79,26
33651;17.07.2017;B;0,74
13264;17.07.2017;A;90,06
13264;17.07.2017;B;9,96
33651;18.07.2017;A;84,26
13264;18.07.2017;A;93,72
13264;18.07.2017;B;11,28
33651;19.07.2017;A;30,9
33651;19.07.2017;B;39,1
13546;19.07.2017;A;4,56
13264;19.07.2017;A;41,25
13264;19.07.2017;B;60,75
33651;20.07.2017;A;12,4
33651;20.07.2017;B;87,6
13546;20.07.2017;D;1,08
13546;20.07.2017;A;79,1
13264;20.07.2017;A;67,71
13264;20.07.2017;B;32,31
33651;21.07.2017;A;52,04
33651;21.07.2017;B;67,96
13546;21.07.2017;A;80,28
13264;21.07.2017;A;88,41
13264;21.07.2017;B;35,16
33651;22.07.2017;A;80
13546;22.07.2017;D;1,44
13546;22.07.2017;A;79,44
33651;23.07.2017;A;100
13546;23.07.2017;A;100,18
33651;24.07.2017;A;100
13546;24.07.2017;D;2,592
13546;24.07.2017;A;97,58
33651;25.07.2017;D;5,004
33651;25.07.2017;A;58,92
33651;25.07.2017;B;6,08
13546;25.07.2017;D;4,14
13546;25.07.2017;A;60,36
13546;25.07.2017;B;15,68
13264;25.07.2017;D;0,24
13264;25.07.2017;A;30,12
57531;25.07.2017;D;0,36
57531;25.07.2017;A;34,3
33651;26.07.2017;D;3,294
33651;26.07.2017;A;31,72
13546;26.07.2017;D;1,08
13546;26.07.2017;A;70,14
13546;26.07.2017;B;9,06
13264;26.07.2017;R;3,564
13264;26.07.2017;A;46,59
57531;26.07.2017;D;2,79
57531;26.07.2017;A;25,6
57531;26.07.2017;B;11,7
13483;26.07.2017;D;3,213
13483;26.07.2017;A;14,1
33651;27.07.2017;D;5,004
33651;27.07.2017;A;16,04
33651;27.07.2017;B;33
13546;27.07.2017;D;1,98
13546;27.07.2017;A;44,76
13546;27.07.2017;B;33,44
13264;27.07.2017;A;95,91
13264;27.07.2017;B;14,1
57531;27.07.2017;D;0,18
57531;27.07.2017;A;12,6
57531;27.07.2017;B;43,6
13483;27.07.2017;F;0,297
13483;27.07.2017;D;8,073
13483;27.07.2017;A;21,12
33651;28.07.2017;D;0,954
33651;28.07.2017;A;28,02
33651;28.07.2017;B;31,04
13546;28.07.2017;D;1,98
13546;28.07.2017;A;38,3
13546;28.07.2017;B;20,1
13264;28.07.2017;H;2,7
13264;28.07.2017;A;93,42
13264;28.07.2017;B;15
57531;28.07.2017;D;6,768
57531;28.07.2017;A;24,48
57531;28.07.2017;B;8,8
13483;28.07.2017;F;6,993
13483;28.07.2017;A;35,01
