Owner;Ship;Ship_code;Catch_object;Date;Catch;Depth;Latitude;Longitude
f;f30;f90;ставрида;01.02.2004;11.205;15;16.7167;-16.6667
f;f30;f90;скумбрия;01.02.2004;3.587;15;16.7167;-16.6667
f;f30;f90;сардина;01.02.2004;54.538;15;16.7167;-16.6667
i;i36;i96;анчоусы;01.02.2004;16.668;300;20.8833;-16.9833
i;i36;i96;ставрида;01.02.2004;52.88;300;20.8833;-16.9833
c;c30;c90;сардинелла;01.02.2004;0.27;10;18.3833;-16.4667
c;c30;c90;ставрида;01.02.2004;15.957;10;18.3833;-16.4667
c;c30;c90;прочие  морские рыбы;01.02.2004;13.334;10;18.3833;-16.4667
c;c30;c90;скумбрия;01.02.2004;5.643;10;18.3833;-16.4667
c;c30;c90;сардина;01.02.2004;0.162;10;18.3833;-16.4667
d;d30;d90;анчоусы;02.02.2004;5.556;0;19.9167;-17.4833
d;d30;d90;ставрида;02.02.2004;11.53;0;19.9167;-17.4833
d;d30;d90;скумбрия;02.02.2004;3.48;0;19.9167;-17.4833
a;a2;a93;макрурусы;02.02.2004;0.72;140;17.9333;-16.4
a;a2;a93;анчоусы;02.02.2004;13.335;140;17.9333;-16.4
a;a2;a93;ставрида;02.02.2004;40.65;140;17.9333;-16.4
a;a2;a93;скумбрия;02.02.2004;1.05;140;17.9333;-16.4
a;a1;a90;ставрида;02.02.2004;43.756;0;18.25;-16.4167
b;b33;b93;анчоусы;02.02.2004;16.668;110;19.6667;-17.1
b;b33;b93;ставрида;02.02.2004;26;110;19.6667;-17.1
b;b33;b93;скумбрия;02.02.2004;4;110;19.6667;-17.1
a;a2;a93;ставрида;03.02.2004;22.05;130;17.9333;-16.45
i;i33;i93;сардинелла;02.02.2004;0.18;50;18.0667;-16.4833
i;i33;i93;анчоусы;02.02.2004;16.65;50;18.0667;-16.4833
i;i33;i93;ставрида;02.02.2004;71.82;50;18.0667;-16.4833
i;i33;i93;прочие  морские рыбы;02.02.2004;0.54;50;18.0667;-16.4833
i;i33;i93;скумбрия;02.02.2004;5.42;50;18.0667;-16.4833
i;i33;i93;сардина;02.02.2004;2.806;50;18.0667;-16.4833
f;f30;f90;сардинелла;02.02.2004;0.808;10;16.9167;-16.5667
f;f30;f90;ставрида;02.02.2004;35.775;10;16.9167;-16.5667
f;f30;f90;скумбрия;02.02.2004;1.2;10;16.9167;-16.5667
f;f30;f90;сардина;02.02.2004;41.87;10;16.9167;-16.5667
c;c30;c90;ставрида;02.02.2004;15.822;10;18.4167;-16.4667
c;c30;c90;прочие  морские рыбы;02.02.2004;12.223;10;18.4167;-16.4667
c;c30;c90;скумбрия;02.02.2004;3.024;10;18.4167;-16.4667
a;a2;a93;анчоусы;03.02.2004;5.556;130;17.9333;-16.45
a;a1;a90;ставрида;03.02.2004;27.676;0;18.25;-16.5
b;b33;b93;анчоусы;03.02.2004;22.224;130;18.8333;-16.5667
b;b33;b93;ставрида;03.02.2004;23;130;18.8333;-16.5667
b;b33;b93;скумбрия;03.02.2004;2;130;18.8333;-16.5667
i;i33;i93;анчоусы;03.02.2004;24.975;16;18.1667;-16.5333
i;i33;i93;ставрида;03.02.2004;73.86;16;18.1667;-16.5333
i;i33;i93;скумбрия;03.02.2004;6.72;16;18.1667;-16.5333
f;f30;f90;сардинелла;03.02.2004;0.538;25;16.7833;-16.65
f;f30;f90;луфарь;03.02.2004;0.479;25;16.7833;-16.65
f;f30;f90;ставрида;03.02.2004;31.077;25;16.7833;-16.65
f;f30;f90;скумбрия;03.02.2004;0.78;25;16.7833;-16.65
f;f30;f90;сардина;03.02.2004;24.035;25;16.7833;-16.65
c;c30;c90;ставрида;03.02.2004;9.531;10;18.2167;-16.4167
c;c30;c90;прочие  морские рыбы;03.02.2004;16.668;10;18.2167;-16.4167
i;i33;i93;анчоусы;06.02.2004;29.97;14;18.3;-16.4667
c;c30;c90;скумбрия;03.02.2004;6.372;10;18.2167;-16.4167
c;c30;c90;сардина;03.02.2004;9.18;10;18.2167;-16.4167
d;d30;d90;анчоусы;04.02.2004;5.556;0;19.5833;-17.1
d;d30;d90;сардина;04.02.2004;25.02;0;19.5833;-17.1
b;b33;b93;анчоусы;04.02.2004;15.352;80;19.55;-17.0167
b;b33;b93;ставрида;04.02.2004;8;80;19.55;-17.0167
b;b33;b93;скумбрия;04.02.2004;2;80;19.55;-17.0167
b;b33;b93;сардина;04.02.2004;0.714;80;19.55;-17.0167
i;i33;i93;анчоусы;04.02.2004;14.985;16;18.25;-16.5333
i;i33;i93;ставрида;04.02.2004;88.8;16;18.25;-16.5333
i;i33;i93;скумбрия;04.02.2004;11.38;16;18.25;-16.5333
f;f30;f90;ставрида;04.02.2004;22.248;9;16.3333;-16.7333
f;f30;f90;скумбрия;04.02.2004;1.795;9;16.3333;-16.7333
f;f30;f90;сардина;04.02.2004;30.58;9;16.3333;-16.7333
c;c30;c90;сардинелла;04.02.2004;0.81;10;18.2667;-16.4
c;c30;c90;ставрида;04.02.2004;7.182;10;18.2667;-16.4
c;c30;c90;прочие  морские рыбы;04.02.2004;16.668;10;18.2667;-16.4
c;c30;c90;скумбрия;04.02.2004;4.158;10;18.2667;-16.4
c;c30;c90;сардина;04.02.2004;9.396;10;18.2667;-16.4
d;d30;d90;анчоусы;05.02.2004;5.556;0;19.3167;-16.8167
d;d30;d90;сардина;05.02.2004;7.02;0;19.3167;-16.8167
b;b33;b93;анчоусы;05.02.2004;25.78;60;19.5167;-16.9
b;b33;b93;ставрида;05.02.2004;17;60;19.5167;-16.9
b;b33;b93;скумбрия;05.02.2004;8;60;19.5167;-16.9
b;b33;b93;сардина;05.02.2004;7;60;19.5167;-16.9
i;i33;i93;анчоусы;05.02.2004;8.325;29;18.1333;-16.4667
i;i33;i93;ставрида;05.02.2004;85.08;29;18.1333;-16.4667
i;i33;i93;скумбрия;05.02.2004;16.36;29;18.1333;-16.4667
f;f30;f90;ставрида;05.02.2004;13.932;5;16.55;-16.7333
d;d30;d90;скумбрия;08.02.2004;1.32;0;20.1667;-17.6333
f;f30;f90;скумбрия;05.02.2004;0.6;5;16.55;-16.7333
f;f30;f90;сардина;05.02.2004;52.625;5;16.55;-16.7333
i;i36;i96;анчоусы;05.02.2004;11.112;100;20.4167;-17.7
i;i36;i96;ставрида;05.02.2004;7.2;100;20.4167;-17.7
i;i36;i96;сардина;05.02.2004;12.76;100;20.4167;-17.7
c;c30;c90;ставрида;05.02.2004;7.452;10;18.7;-16.4833
c;c30;c90;прочие  морские рыбы;05.02.2004;11.112;10;18.7;-16.4833
c;c30;c90;скумбрия;05.02.2004;11.691;10;18.7;-16.4833
k;k30;k90;хек (мерлуза);05.02.2004;0.281;120;20.0667;-17.2333
d;d30;d90;анчоусы;06.02.2004;11.112;0;20.7;-17.5
d;d30;d90;сардина;06.02.2004;12.33;0;20.7;-17.5
b;b33;b93;анчоусы;06.02.2004;24.18;0;19.3333;-16.8833
b;b33;b93;ставрида;06.02.2004;12;0;19.3333;-16.8833
b;b33;b93;скумбрия;06.02.2004;4;0;19.3333;-16.8833
b;b33;b93;сардина;06.02.2004;12.6;0;19.3333;-16.8833
i;i33;i93;сардинелла;06.02.2004;1.92;14;18.3;-16.4667
i;i33;i93;ставрида;06.02.2004;71.22;14;18.3;-16.4667
i;i33;i93;скумбрия;06.02.2004;30.56;14;18.3;-16.4667
f;f30;f90;ставрида;06.02.2004;12.717;23;18.5333;-16.4667
f;f30;f90;скумбрия;06.02.2004;4.49;23;18.5333;-16.4667
f;f30;f90;сардина;06.02.2004;47.358;23;18.5333;-16.4667
i;i36;i96;анчоусы;06.02.2004;11.112;100;18.2333;-16.4333
i;i36;i96;ставрида;06.02.2004;3.14;100;18.2333;-16.4333
i;i36;i96;скумбрия;06.02.2004;36.88;100;18.2333;-16.4333
k;k30;k90;хек (мерлуза);06.02.2004;0.161;205;19.3167;-16.8833
d;d30;d90;анчоусы;07.02.2004;11.112;0;20.7167;-17.5333
d;d30;d90;сардина;07.02.2004;19.02;0;20.7167;-17.5333
b;b33;b93;анчоусы;07.02.2004;22.224;70;19.2667;-16.7833
b;b33;b93;ставрида;07.02.2004;29;70;19.2667;-16.7833
b;b33;b93;скумбрия;07.02.2004;7;70;19.2667;-16.7833
i;i33;i93;сардинелла;07.02.2004;6.16;43;18.25;-16.5333
i;i33;i93;анчоусы;07.02.2004;34.965;43;18.25;-16.5333
i;i33;i93;ставрида;07.02.2004;56.78;43;18.25;-16.5333
i;i33;i93;скумбрия;07.02.2004;40.04;43;18.25;-16.5333
f;f30;f90;ставрида;07.02.2004;5.4;20;18.4;-16.5
f;f30;f90;скумбрия;07.02.2004;14.7;20;18.4;-16.5
f;f30;f90;сардина;07.02.2004;37.781;20;18.4;-16.5
i;i36;i96;сардинелла;07.02.2004;5.3;100;18.5;-16.6667
i;i36;i96;анчоусы;07.02.2004;11.112;100;18.5;-16.6667
i;i36;i96;ставрида;07.02.2004;16.52;100;18.5;-16.6667
i;i36;i96;скумбрия;07.02.2004;28.26;100;18.5;-16.6667
k;k30;k90;хек (мерлуза);07.02.2004;0.572;225;19.3333;-16.95
d;d30;d90;сардинелла;08.02.2004;10.83;0;20.1667;-17.6333
d;d30;d90;анчоусы;08.02.2004;5.556;0;20.1667;-17.6333
d;d30;d90;хек (мерлуза);08.02.2004;1.56;0;20.1667;-17.6333
d;d30;d90;сардина;08.02.2004;7.29;0;20.1667;-17.6333
b;b33;b93;анчоусы;08.02.2004;16.668;120;18.75;-16.6167
b;b33;b93;ставрида;08.02.2004;18;120;18.75;-16.6167
b;b33;b93;скумбрия;08.02.2004;8;120;18.75;-16.6167
i;i33;i93;анчоусы;08.02.2004;29.138;29;17.9;-16.4667
i;i33;i93;ставрида;08.02.2004;57.12;29;17.9;-16.4667
i;i33;i93;прочие  морские рыбы;08.02.2004;0.666;29;17.9;-16.4667
i;i33;i93;скумбрия;08.02.2004;26.06;29;17.9;-16.4667
f;f30;f90;сардинелла;08.02.2004;0.69;19;16.6333;-16.75
f;f30;f90;ставрида;08.02.2004;11.556;19;16.6333;-16.75
f;f30;f90;скумбрия;08.02.2004;4.077;19;16.6333;-16.75
f;f30;f90;сардина;08.02.2004;31.664;19;16.6333;-16.75
i;i36;i96;сардинелла;08.02.2004;7.96;100;18.2167;-16.4333
i;i36;i96;анчоусы;08.02.2004;22.224;100;18.2167;-16.4333
i;i33;i93;прочие  морские рыбы;09.02.2004;0.72;29;17.8667;-16.4167
i;i36;i96;ставрида;08.02.2004;3.18;100;18.2167;-16.4333
i;i36;i96;скумбрия;08.02.2004;12.06;100;18.2167;-16.4333
i;i36;i96;сардина;08.02.2004;56.58;100;18.2167;-16.4333
c;c30;c90;ставрида;08.02.2004;0.756;10;19.6833;-17
c;c30;c90;прочие  морские рыбы;08.02.2004;1.111;10;19.6833;-17
d;d30;d90;сардинелла;09.02.2004;2.13;0;19.5833;-17
d;d30;d90;анчоусы;09.02.2004;11.112;0;19.5833;-17
d;d30;d90;хек (мерлуза);09.02.2004;1.56;0;19.5833;-17
d;d30;d90;скумбрия;09.02.2004;0.6;0;19.5833;-17
d;d30;d90;сардина;09.02.2004;9.72;0;19.5833;-17
a;a1;a90;ставрида;09.02.2004;16.08;0;17.8;-16.35
a;a1;a90;скумбрия;09.02.2004;2.01;0;17.8;-16.35
b;b33;b93;анчоусы;09.02.2004;22.224;170;18.85;-16.6167
b;b33;b93;ставрида;09.02.2004;36;170;18.85;-16.6167
i;i33;i93;анчоусы;09.02.2004;21.645;29;17.8667;-16.4167
i;i33;i93;ставрида;09.02.2004;59.3;29;17.8667;-16.4167
i;i33;i93;скумбрия;09.02.2004;30.36;29;17.8667;-16.4167
f;f30;f90;ставрида;09.02.2004;7.29;18;18.6167;-16.4667
f;f30;f90;скумбрия;09.02.2004;3.986;18;18.6167;-16.4667
f;f30;f90;сардина;09.02.2004;32.864;18;18.6167;-16.4667
i;i36;i96;анчоусы;09.02.2004;11.112;100;16.8333;-76.8333
i;i36;i96;ставрида;09.02.2004;13.7;100;16.8333;-76.8333
i;i36;i96;скумбрия;09.02.2004;16.4;100;16.8333;-76.8333
c;c30;c90;ставрида;09.02.2004;17.613;10;19.0833;-16.65
c;c30;c90;прочие  морские рыбы;09.02.2004;11.112;10;19.0833;-16.65
c;c30;c90;скумбрия;09.02.2004;2.673;10;19.0833;-16.65
a;a1;a90;ставрида;10.02.2004;4;0;18.0333;-16.25
a;a1;a90;скумбрия;10.02.2004;4;0;18.0333;-16.25
b;b33;b93;анчоусы;10.02.2004;27.78;160;18.5333;-16.5833
b;b33;b93;ставрида;10.02.2004;17;160;18.5333;-16.5833
b;b33;b93;скумбрия;10.02.2004;17;160;18.5333;-16.5833
i;i33;i93;анчоусы;10.02.2004;13.32;24;17.8667;-16.4167
i;i33;i93;ставрида;10.02.2004;81.52;24;17.8667;-16.4167
i;i33;i93;прочие  морские рыбы;10.02.2004;0.558;24;17.8667;-16.4167
i;i33;i93;скумбрия;10.02.2004;26.58;24;17.8667;-16.4167
f;f30;f90;сардина;10.02.2004;31.114;5;18.7667;-16.5333
i;i36;i96;анчоусы;10.02.2004;11.112;300;17.0667;-16.75
i;i36;i96;ставрида;10.02.2004;69.22;300;17.0667;-16.75
i;i36;i96;скумбрия;10.02.2004;10.86;300;17.0667;-16.75
c;c30;c90;ставрида;10.02.2004;3.32;10;18.3833;-16.45
c;c30;c90;скумбрия;10.02.2004;3.645;10;18.3833;-16.45
d;d30;d90;анчоусы;11.02.2004;5.556;0;17.3333;-16.5667
d;d30;d90;скумбрия;11.02.2004;9.81;0;17.3333;-16.5667
d;d30;d90;сардина;11.02.2004;15.6;0;17.3333;-16.5667
a;a2;a93;зубаны;11.02.2004;1.836;180;18.15;-16.3167
a;a2;a93;ставрида;11.02.2004;11.55;180;18.15;-16.3167
a;a2;a93;скумбрия;11.02.2004;2.19;180;18.15;-16.3167
b;b33;b93;анчоусы;11.02.2004;27.78;140;18.4333;-16.5667
b;b33;b93;ставрида;11.02.2004;17;140;18.4333;-16.5667
b;b33;b93;скумбрия;11.02.2004;23;140;18.4333;-16.5667
i;i33;i93;анчоусы;11.02.2004;18.315;50;17.5;-16.4667
i;i33;i93;ставрида;11.02.2004;97.96;50;17.5;-16.4667
i;i33;i93;скумбрия;11.02.2004;4.26;50;17.5;-16.4667
i;i36;i96;анчоусы;11.02.2004;11.112;300;16.9;-16.7667
i;i36;i96;ставрида;11.02.2004;69.98;300;16.9;-16.7667
i;i36;i96;скумбрия;11.02.2004;10.174;300;16.9;-16.7667
d;d30;d90;анчоусы;12.02.2004;5.556;0;17.0333;-16.55
d;d30;d90;сардина;12.02.2004;20;0;17.0333;-16.55
a;a2;a93;сардинелла;12.02.2004;0.66;120;16.8833;-16.7167
a;a2;a93;ставрида;12.02.2004;7.59;120;16.8833;-16.7167
a;a2;a93;скумбрия;12.02.2004;4.95;120;16.8833;-16.7167
b;b33;b93;анчоусы;12.02.2004;27.78;100;18.8667;-16.65
b;b33;b93;ставрида;12.02.2004;24;100;18.8667;-16.65
b;b33;b93;скумбрия;12.02.2004;16;100;18.8667;-16.65
i;i33;i93;анчоусы;12.02.2004;16.65;50;17.5833;-16.4667
i;i33;i93;ставрида;12.02.2004;95.46;50;17.5833;-16.4667
i;i33;i93;скумбрия;12.02.2004;6.24;50;17.5833;-16.4667
i;i36;i96;анчоусы;12.02.2004;5.556;300;16.3667;-16.7
i;i36;i96;ставрида;12.02.2004;57.14;300;16.3667;-16.7
i;i36;i96;скумбрия;12.02.2004;23.04;300;16.3667;-16.7
k;k30;k90;хек (мерлуза);12.02.2004;0.1;280;19.4833;-16.9833
d;d30;d90;анчоусы;13.02.2004;5.556;0;16.6667;-16.8333
d;d30;d90;сардина;13.02.2004;30;0;16.6667;-16.8333
a;a2;a93;сардинелла;13.02.2004;2.01;160;18.6833;-16.5833
a;a2;a93;анчоусы;13.02.2004;22.224;160;18.6833;-16.5833
a;a2;a93;ставрида;13.02.2004;5.79;160;18.6833;-16.5833
a;a2;a93;скумбрия;13.02.2004;2.58;160;18.6833;-16.5833
a;a2;a93;сардина;13.02.2004;21.03;160;18.6833;-16.5833
b;b33;b93;анчоусы;13.02.2004;27.78;150;18.9667;-16.6667
b;b33;b93;ставрида;13.02.2004;20;150;18.9667;-16.6667
b;b33;b93;скумбрия;13.02.2004;20;150;18.9667;-16.6667
i;i33;i93;анчоусы;13.02.2004;33.3;16;18.4167;-16.5333
i;i33;i93;ставрида;13.02.2004;104.74;16;18.4167;-16.5333
i;i33;i93;скумбрия;13.02.2004;8.84;16;18.4167;-16.5333
k;k30;k90;хек (мерлуза);13.02.2004;0.18;280;19.4167;-16.9667
d;d30;d90;анчоусы;14.02.2004;11.112;0;16.6667;-16.8333
d;d30;d90;сардина;14.02.2004;20;0;16.6667;-16.8333
a;a2;a93;анчоусы;14.02.2004;16.668;40;18.1;-16.3167
a;a2;a93;ставрида;14.02.2004;3.81;40;18.1;-16.3167
a;a2;a93;скумбрия;14.02.2004;1.5;40;18.1;-16.3167
a;a2;a93;сардина;14.02.2004;32.43;40;18.1;-16.3167
b;b33;b93;анчоусы;14.02.2004;22.224;105;18.9167;-16.6667
b;b33;b93;ставрида;14.02.2004;17;105;18.9167;-16.6667
b;b33;b93;скумбрия;14.02.2004;18;105;18.9167;-16.6667
i;i36;i96;анчоусы;14.02.2004;5.556;300;17.0167;-16.7833
d;d30;d90;анчоусы;17.02.2004;11.112;0;20.1667;-17.5833
i;i36;i96;ставрида;14.02.2004;41.14;300;17.0167;-16.7833
i;i36;i96;скумбрия;14.02.2004;38.806;300;17.0167;-16.7833
k;k30;k90;хек (мерлуза);14.02.2004;0.062;240;19.45;-17
d;d30;d90;анчоусы;15.02.2004;16.678;0;18;-16.5
d;d30;d90;сардина;15.02.2004;20;0;18;-16.5
a;a2;a93;анчоусы;15.02.2004;22.224;50;18.0167;-16.3167
a;a2;a93;ставрида;15.02.2004;19.53;50;18.0167;-16.3167
a;a2;a93;сардина;15.02.2004;23.01;50;18.0167;-16.3167
a;a1;a90;сардинелла;15.02.2004;4.248;0;19.1;-16.65
a;a1;a90;ставрида;15.02.2004;15.074;0;19.1;-16.65
a;a1;a90;сардина;15.02.2004;21.182;0;19.1;-16.65
b;b33;b93;анчоусы;15.02.2004;27.78;140;18.95;-16.6167
b;b33;b93;ставрида;15.02.2004;21;140;18.95;-16.6167
b;b33;b93;скумбрия;15.02.2004;5;140;18.95;-16.6167
i;i33;i93;анчоусы;15.02.2004;17.649;50;18.4833;-16.6167
i;i33;i93;ставрида;15.02.2004;84.46;50;18.4833;-16.6167
i;i36;i96;ставрида;15.02.2004;22.84;300;17.7167;-16.6333
i;i36;i96;скумбрия;15.02.2004;16.794;300;17.7167;-16.6333
d;d30;d90;анчоусы;16.02.2004;11.112;0;18.0333;-16.3667
d;d30;d90;сардина;16.02.2004;20;0;18.0333;-16.3667
a;a2;a93;сардинелла;16.02.2004;0.15;160;17.8;-16.5
a;a2;a93;анчоусы;16.02.2004;8.889;160;17.8;-16.5
a;a2;a93;ставрида;16.02.2004;39.78;160;17.8;-16.5
a;a2;a93;скумбрия;16.02.2004;1.2;160;17.8;-16.5
a;a1;a90;ставрида;16.02.2004;23.115;0;17.9833;-16.4167
a;a1;a90;сардина;16.02.2004;15.616;0;17.9833;-16.4167
b;b33;b93;анчоусы;16.02.2004;27.78;130;19.2;-16.75
b;b33;b93;ставрида;16.02.2004;12;130;19.2;-16.75
b;b33;b93;скумбрия;16.02.2004;18;130;19.2;-16.75
i;i33;i93;анчоусы;16.02.2004;30.803;16;18.5833;-16.5167
i;i33;i93;ставрида;16.02.2004;99.76;16;18.5833;-16.5167
i;i33;i93;скумбрия;16.02.2004;36.26;16;18.5833;-16.5167
i;i36;i96;ставрида;16.02.2004;19.12;100;18.7833;-16.5667
i;i36;i96;скумбрия;16.02.2004;40.9;100;18.7833;-16.5667
d;d30;d90;сардина;17.02.2004;20;0;20.1667;-17.5833
a;a2;a93;сардинелла;17.02.2004;12.39;160;17.7167;-16.4833
a;a2;a93;анчоусы;17.02.2004;13.334;160;17.7167;-16.4833
a;a2;a93;ставрида;17.02.2004;1.11;160;17.7167;-16.4833
a;a2;a93;скумбрия;17.02.2004;0.21;160;17.7167;-16.4833
a;a2;a93;сардина;17.02.2004;4.11;160;17.7167;-16.4833
b;b33;b93;анчоусы;17.02.2004;33.336;70;19.45;-16.9167
b;b33;b93;ставрида;17.02.2004;17;70;19.45;-16.9167
b;b33;b93;скумбрия;17.02.2004;21;70;19.45;-16.9167
i;i33;i93;анчоусы;17.02.2004;34.965;20;18.5;-16.5333
i;i33;i93;ставрида;17.02.2004;119.66;20;18.5;-16.5333
i;i33;i93;скумбрия;17.02.2004;13.38;20;18.5;-16.5333
i;i36;i96;анчоусы;17.02.2004;16.668;100;18.6167;-16.4667
i;i36;i96;ставрида;17.02.2004;64.12;100;18.6167;-16.4667
i;i36;i96;скумбрия;17.02.2004;66;100;18.6167;-16.4667
d;d30;d90;анчоусы;18.02.2004;5.556;0;20.6667;-17.4167
d;d30;d90;сардина;18.02.2004;20;0;20.6667;-17.4167
a;a2;a93;сардинелла;18.02.2004;1.17;130;19;-16.7333
a;a2;a93;ставрида;18.02.2004;5.88;130;19;-16.7333
a;a2;a93;скумбрия;18.02.2004;0.36;130;19;-16.7333
a;a2;a93;сардина;18.02.2004;5.4;130;19;-16.7333
a;a1;a90;ставрида;18.02.2004;12.316;0;17.7667;-16.4167
b;b33;b93;анчоусы;18.02.2004;16.668;70;19.25;-16.8
b;b33;b93;ставрида;18.02.2004;8.59;70;19.25;-16.8
b;b33;b93;скумбрия;18.02.2004;4.8;70;19.25;-16.8
i;i33;i93;анчоусы;18.02.2004;33.3;50;18.8333;-16.6
i;i33;i93;ставрида;18.02.2004;128.58;50;18.8333;-16.6
i;i33;i93;скумбрия;18.02.2004;23.56;50;18.8333;-16.6
i;i36;i96;анчоусы;18.02.2004;16.668;104;18.45;-16.5167
i;i36;i96;ставрида;18.02.2004;37.9;104;18.45;-16.5167
i;i36;i96;скумбрия;18.02.2004;52.2;104;18.45;-16.5167
d;d30;d90;ставрида;19.02.2004;50;0;20.6667;-17.75
d;d30;d90;скумбрия;19.02.2004;20;0;20.6667;-17.75
a;a2;a93;ставрида;19.02.2004;17.13;140;18.6;-16.6333
a;a2;a93;скумбрия;19.02.2004;6.78;140;18.6;-16.6333
a;a1;a90;ставрида;19.02.2004;15.075;0;17.8;-16.4167
a;a1;a90;скумбрия;19.02.2004;6.03;0;17.8;-16.4167
a;a1;a90;сардина;19.02.2004;20.718;0;17.8;-16.4167
b;b33;b93;анчоусы;19.02.2004;34.447;72;18.9;-16.4667
i;i33;i93;анчоусы;19.02.2004;34.965;50;18.0833;-16.5333
i;i33;i93;ставрида;19.02.2004;159.28;50;18.0833;-16.5333
i;i33;i93;скумбрия;19.02.2004;6.84;50;18.0833;-16.5333
i;i36;i96;зубаны;19.02.2004;1.512;100;18.35;-16.4167
i;i36;i96;анчоусы;19.02.2004;22.224;100;18.35;-16.4167
i;i36;i96;ставрида;19.02.2004;30.9;100;18.35;-16.4167
i;i36;i96;скумбрия;19.02.2004;67.64;100;18.35;-16.4167
d;d30;d90;ставрида;20.02.2004;60;0;20.5833;-17.7833
d;d30;d90;скумбрия;20.02.2004;15;0;20.5833;-17.7833
a;a2;a93;анчоусы;20.02.2004;22.224;40;18.85;-16.6
a;a2;a93;ставрида;20.02.2004;15.15;40;18.85;-16.6
a;a2;a93;скумбрия;20.02.2004;5.7;40;18.85;-16.6
a;a1;a90;ставрида;20.02.2004;16.08;0;18.3667;-16.5333
a;a1;a90;скумбрия;20.02.2004;9.045;0;18.3667;-16.5333
a;a1;a90;сардина;20.02.2004;24.274;0;18.3667;-16.5333
i;i36;i96;анчоусы;20.02.2004;27.78;100;18.4833;-16.45
i;i36;i96;ставрида;20.02.2004;44.12;100;18.4833;-16.45
i;i36;i96;скумбрия;20.02.2004;40.2;100;18.4833;-16.45
i;i36;i96;сардина;20.02.2004;15.78;100;18.4833;-16.45
a;a2;a93;ставрида;21.02.2004;6.87;110;19.05;-16.7667
a;a2;a93;скумбрия;21.02.2004;2.52;110;19.05;-16.7667
a;a1;a90;ставрида;21.02.2004;26.234;0;18.3833;-16.4167
a;a1;a90;скумбрия;21.02.2004;12.563;0;18.3833;-16.4167
b;b33;b93;ставрида;21.02.2004;8;110;19.0167;-16.7667
b;b33;b93;скумбрия;21.02.2004;2.01;110;19.0167;-16.7667
i;i36;i96;анчоусы;21.02.2004;27.78;100;18.9167;-16.65
a;a2;a93;ставрида;24.02.2004;5.67;40;18.1667;-16.3667
i;i36;i96;ставрида;21.02.2004;3.5;100;18.9167;-16.65
i;i36;i96;скумбрия;21.02.2004;7.28;100;18.9167;-16.65
i;i36;i96;сардина;21.02.2004;89.3;100;18.9167;-16.65
d;d30;d90;сардинелла;22.02.2004;1;0;20.1667;-17.7
d;d30;d90;ставрида;22.02.2004;60;0;20.1667;-17.7
a;a2;a93;анчоусы;22.02.2004;7.778;160;18.2833;-16.5333
a;a2;a93;ставрида;22.02.2004;3.84;160;18.2833;-16.5333
a;a2;a93;скумбрия;22.02.2004;10.74;160;18.2833;-16.5333
a;a2;a93;сардина;22.02.2004;9.51;160;18.2833;-16.5333
a;a1;a90;ставрида;22.02.2004;31.155;0;18.3;-16.3
a;a1;a90;сардина;22.02.2004;25.202;0;18.3;-16.3
b;b33;b93;анчоусы;22.02.2004;5.556;65;18.4167;-16.45
b;b33;b93;ставрида;22.02.2004;6;65;18.4167;-16.45
b;b33;b93;скумбрия;22.02.2004;4;65;18.4167;-16.45
i;i36;i96;сардинелла;22.02.2004;4;100;18.5667;-16.5167
i;i36;i96;анчоусы;22.02.2004;38.892;100;18.5667;-16.5167
i;i36;i96;ставрида;22.02.2004;17.78;100;18.5667;-16.5167
i;i36;i96;скумбрия;22.02.2004;39.46;100;18.5667;-16.5167
a;a2;a93;анчоусы;23.02.2004;5.556;13;18.1333;-16.4833
a;a2;a93;ставрида;23.02.2004;29.13;13;18.1333;-16.4833
a;a2;a93;скумбрия;23.02.2004;14.43;13;18.1333;-16.4833
a;a2;a93;сардина;23.02.2004;1.68;13;18.1333;-16.4833
a;a1;a90;ставрида;23.02.2004;29.141;0;18;-16
a;a1;a90;скумбрия;23.02.2004;3.015;0;18;-16
a;a1;a90;сардина;23.02.2004;32.314;0;18;-16
b;b33;b93;анчоусы;23.02.2004;11.112;120;18.3333;-16.4
b;b33;b93;ставрида;23.02.2004;13;120;18.3333;-16.4
b;b33;b93;сардина;23.02.2004;17;120;18.3333;-16.4
i;i36;i96;анчоусы;23.02.2004;38.892;100;19.6;-16.9167
i;i36;i96;ставрида;23.02.2004;32.56;100;19.6;-16.9167
i;i36;i96;скумбрия;23.02.2004;25.72;100;19.6;-16.9167
a;a2;a93;сардинелла;24.02.2004;0.87;40;18.1667;-16.3667
a;a2;a93;скумбрия;24.02.2004;0.81;40;18.1667;-16.3667
a;a2;a93;сардина;24.02.2004;2.7;40;18.1667;-16.3667
a;a1;a90;ставрида;24.02.2004;13.065;0;18.3333;-16.45
a;a1;a90;скумбрия;24.02.2004;4.02;0;18.3333;-16.45
a;a1;a90;сардина;24.02.2004;22.278;0;18.3333;-16.45
b;b33;b93;анчоусы;24.02.2004;22.224;72;18.5;-16.4167
b;b33;b93;ставрида;24.02.2004;6;72;18.5;-16.4167
b;b33;b93;скумбрия;24.02.2004;16.01;72;18.5;-16.4167
b;b33;b93;сардина;24.02.2004;11;72;18.5;-16.4167
a;a2;a93;сардинелла;25.02.2004;0.51;130;18.3167;-16.4833
a;a2;a93;ставрида;25.02.2004;1.89;130;18.3167;-16.4833
